Game Name,Game Name, Platform,Sales in Europe(millions),Sales in Japan(millions),Sales in North America(millions),Sales in the rest world(millions),Total Worldwide Sales(millions)
Phantom Brave: The Hermuda Triangle,Game: Phantom Brave: The Hermuda Triangle, Platform: PSP,0,0.03,0.05,0.01,0.08
Ys: The Oath in Felghana,Game: Ys: The Oath in Felghana, Platform: PSP,0,0.04,0.09,0.01,0.14
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,Game: Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman, Platform: PSP,0,0.06,0.07,0.01,0.14
Fate/Extra,Game: Fate/Extra, Platform: PSP,0.01,0.1,0.18,0.02,0.31
Lord of Arcana,Game: Lord of Arcana, Platform: PSP,0.04,0.17,0.07,0.03,0.31
The 3rd Birthday,Game: The 3rd Birthday, Platform: PSP,0.07,0.27,0.13,0.05,0.51
Tactics Ogre: Let Us Cling Together,Game: Tactics Ogre: Let Us Cling Together, Platform: PSP,0.07,0.27,0.15,0.05,0.53
Valkyria Chronicles II,Game: Valkyria Chronicles II, Platform: PSP,0.16,0.18,0.12,0.09,0.54
DokuSui: DokiDoki Suikoden,Game: DokuSui: DokiDoki Suikoden, Platform: PSP,0,0.01,0,0,0.01
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,Game: Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide, Platform: PSP,0,0.02,0,0,0.02
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,Game: Elminage III: Ankoku no Shito to Yaiyou no Kyuuden, Platform: PSP,0,0.02,0,0,0.02
Elminage Original: Majo to Megami to Kamigami no Yubiwa,Game: Elminage Original: Majo to Megami to Kamigami no Yubiwa, Platform: PSP,0,0.02,0,0,0.02
Gloria Union,Game: Gloria Union, Platform: PSP,0,0.03,0,0,0.03
Phantom Kingdom Portable,Game: Phantom Kingdom Portable, Platform: PSP,0,0.04,0,0,0.04
Harukanaru Toki no Naka de 5,Game: Harukanaru Toki no Naka de 5, Platform: PSP,0,0.04,0,0,0.04
Venus & Braves: Majo to Megami to Horobi no Yogen,Game: Venus & Braves: Majo to Megami to Horobi no Yogen, Platform: PSP,0,0.05,0,0,0.05
Classic Dungeon X2,Game: Classic Dungeon X2, Platform: PSP,0,0.05,0,0,0.05
Ragnarok: Hikari to Yami no Koujo,Game: Ragnarok: Hikari to Yami no Koujo, Platform: PSP,0,0.05,0.02,0,0.07
Growlanser IV: Over Reloaded,Game: Growlanser IV: Over Reloaded, Platform: PSP,0,0.06,0,0,0.06
Unchained Blades,Game: Unchained Blades, Platform: PSP,0,0.06,0,0,0.06
Senritsu no Stratus,Game: Senritsu no Stratus, Platform: PSP,0,0.06,0,0,0.06
Lord of Apocalypse,Game: Lord of Apocalypse, Platform: PSP,0,0.1,0,0,0.1
Frontier Gate,Game: Frontier Gate, Platform: PSP,0,0.11,0,0,0.11
Saigo no Yakusoku no Monogatari,Game: Saigo no Yakusoku no Monogatari, Platform: PSP,0,0.11,0,0,0.11
Grand Knights History,Game: Grand Knights History, Platform: PSP,0,0.13,0,0,0.13
Queen's Gate: Spiral Chaos,Game: Queen's Gate: Spiral Chaos, Platform: PSP,0,0.14,0,0,0.14
Black * Rock Shooter: The Game,Game: Black * Rock Shooter: The Game, Platform: PSP,0,0.15,0,0,0.15
Kingdom Hearts: Birth by Sleep - Final Mix,Game: Kingdom Hearts: Birth by Sleep - Final Mix, Platform: PSP,0,0.16,0,0,0.16
The Legend of Heroes VII: The Trail of Blue,Game: The Legend of Heroes VII: The Trail of Blue, Platform: PSP,0,0.2,0,0,0.2
7th Dragon 2020,Game: 7th Dragon 2020, Platform: PSP,0,0.2,0,0,0.2
Ore no Shikabane o Koete Yuke,Game: Ore no Shikabane o Koete Yuke, Platform: PSP,0,0.2,0,0,0.2
Tales of the World: Radiant Mythology 3,Game: Tales of the World: Radiant Mythology 3, Platform: PSP,0,0.28,0,0,0.28
MonHun Nikki: Poka Poka Ailu Mura G,Game: MonHun Nikki: Poka Poka Ailu Mura G, Platform: PSP,0,0.31,0,0,0.31
Toriko: Gourmet Survival!,Game: Toriko: Gourmet Survival!, Platform: PSP,0,0.36,0,0,0.36
Phantasy Star Portable 2: Infinity,Game: Phantasy Star Portable 2: Infinity, Platform: PSP,0,0.37,0,0,0.37
Danball Senki,Game: Danball Senki, Platform: PSP,0,0.39,0,0,0.39
Final Fantasy Type-0,Game: Final Fantasy Type-0, Platform: PSP,0,0.81,0,0,0.81
Gungnir: Mayari no Gunshin to Eiyuu Sensou,Game: Gungnir: Mayari no Gunshin to Eiyuu Sensou, Platform: PSP,0,0.04,0.07,0.01,0.12
White Knight Chronicles: Origins,Game: White Knight Chronicles: Origins, Platform: PSP,0.04,0.09,0,0.02,0.15
Shin Megami Tensei: Persona 2: Innocent Sin,Game: Shin Megami Tensei: Persona 2: Innocent Sin, Platform: PSP,0.03,0.11,0.13,0.03,0.3
Final Fantasy IV: The Complete Collection,Game: Final Fantasy IV: The Complete Collection, Platform: PSP,0.09,0.27,0.13,0.06,0.56
Gaku ? Ou: The Royal Seven Stars,Game: Gaku ? Ou: The Royal Seven Stars, Platform: PSP,0,0.02,0,0,0.02
UnchainBlades EXXiV,Game: UnchainBlades EXXiV, Platform: PSP,0,0.02,0,0,0.02
Entaku no Seito: The Eternal Legend,Game: Entaku no Seito: The Eternal Legend, Platform: PSP,0,0.02,0,0,0.02
Elminage Gothic: Ulm Zakir to Yami no Gishiki,Game: Elminage Gothic: Ulm Zakir to Yami no Gishiki, Platform: PSP,0,0.02,0,0,0.02
Harukanaru Toki no Naka de 5: Kazahanaki,Game: Harukanaru Toki no Naka de 5: Kazahanaki, Platform: PSP,0,0.03,0,0,0.03
Record of Agarest War: Marriage,Game: Record of Agarest War: Marriage, Platform: PSP,0,0.04,0,0,0.04
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Game: Shiren the Wanderer 4 - God's Eye and the Demon's Navel, Platform: PSP,0,0.04,0,0,0.04
Persona 2: Eternal Punishment,Game: Persona 2: Eternal Punishment, Platform: PSP,0,0.05,0,0,0.05
Nendoroid Generation,Game: Nendoroid Generation, Platform: PSP,0,0.06,0,0,0.06
Heroes Phantasia,Game: Heroes Phantasia, Platform: PSP,0,0.07,0,0,0.07
Lost Heroes,Game: Lost Heroes, Platform: PSP,0,0.07,0,0,0.07
Summon Night 4,Game: Summon Night 4, Platform: PSP,0,0.07,0,0,0.07
Conception: Please Give Birth to My Child!,Game: Conception: Please Give Birth to My Child!, Platform: PSP,0,0.08,0,0,0.08
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,Game: Shin Ken to Mah? to Gakuenmono. Toki no Gakuen, Platform: PSP,0,0.09,0,0,0.09
Sol Trigger,Game: Sol Trigger, Platform: PSP,0,0.1,0,0,0.1
Final Fantasy III,Game: Final Fantasy III, Platform: PSP,0,0.11,0,0,0.11
Puella Magi Madoka Magica Portable,Game: Puella Magi Madoka Magica Portable, Platform: PSP,0,0.12,0,0,0.12
Summon Night 3,Game: Summon Night 3, Platform: PSP,0,0.12,0,0,0.12
Suikoden: Tsumugareshi Hyakunen no Toki,Game: Suikoden: Tsumugareshi Hyakunen no Toki, Platform: PSP,0,0.13,0,0,0.13
Tales of the Heroes: Twin Brave,Game: Tales of the Heroes: Twin Brave, Platform: PSP,0,0.13,0,0,0.13
Little Battlers eXperience W,Game: Little Battlers eXperience W, Platform: PSP,0,0.19,0,0,0.19
Shining Blade,Game: Shining Blade, Platform: PSP,0,0.2,0,0,0.2
Dungeon Travelers 2: The Royal Library & The Monster Seal,Game: Dungeon Travelers 2: The Royal Library & The Monster Seal, Platform: PSP,0,0.08,0,0,0.08
Digimon Adventure,Game: Digimon Adventure, Platform: PSP,0,0.1,0,0,0.1
Shining Ark,Game: Shining Ark, Platform: PSP,0,0.11,0,0,0.11
7th Dragon 2020-II,Game: 7th Dragon 2020-II, Platform: PSP,0,0.13,0,0,0.13
Summon Night 5,Game: Summon Night 5, Platform: PSP,0,0.15,0,0,0.15
Sword Art Online: Infinity Moment,Game: Sword Art Online: Infinity Moment, Platform: PSP,0,0.22,0,0,0.22
God Eater 2,Game: God Eater 2, Platform: PSP,0,0.24,0,0,0.24
Disgaea 3: Absence of Detention,Game: Disgaea 3: Absence of Detention, Platform: PSV,0.06,0.07,0.13,0.04,0.3
Lord of Apocalypse,Game: Lord of Apocalypse, Platform: PSV,0,0.1,0,0,0.1
Little Battlers eXperience W,Game: Little Battlers eXperience W, Platform: PSV,0,0.04,0,0,0.04
The Legend of Heroes VII: The Trail of Zero,Game: The Legend of Heroes VII: The Trail of Zero, Platform: PSV,0,0.07,0,0,0.07
Atelier Totori: The Adventurer of Arland,Game: Atelier Totori: The Adventurer of Arland, Platform: PSV,0,0.09,0,0,0.09
Tales of Innocence R,Game: Tales of Innocence R, Platform: PSV,0,0.1,0,0,0.1
Ragnarok Odyssey,Game: Ragnarok Odyssey, Platform: PSV,0.01,0.16,0.22,0.03,0.42
Persona 4: Golden,Game: Persona 4: Golden, Platform: PSV,0.34,0.38,0.46,0.21,1.38
Labyrinth Cross Blood: Infinity,Game: Labyrinth Cross Blood: Infinity, Platform: PSV,0,0.03,0,0,0.03
Exstetra,Game: Exstetra, Platform: PSV,0,0.03,0,0,0.03
Sorcery Saga: The Curse of the Great Curry God,Game: Sorcery Saga: The Curse of the Great Curry God, Platform: PSV,0,0.03,0,0,0.03
Atelier Rorona: Alchemist of Arland,Game: Atelier Rorona: Alchemist of Arland, Platform: PSV,0,0.05,0,0,0.05
Atelier Meruru: Alchemist of Arland 3,Game: Atelier Meruru: Alchemist of Arland 3, Platform: PSV,0,0.06,0,0,0.06
Phantasy Star Online 2,Game: Phantasy Star Online 2, Platform: PSV,0,0.16,0,0,0.16
God Eater 2,Game: God Eater 2, Platform: PSV,0,0.45,0,0,0.45
Valhalla Knights 3,Game: Valhalla Knights 3, Platform: PSV,0.01,0.12,0.04,0.01,0.19
Mind Zero,Game: Mind Zero, Platform: PSV,0,0.04,0.08,0.02,0.15
Conception II: Children of the Seven Stars,Game: Conception II: Children of the Seven Stars, Platform: PSV,0,0.04,0.13,0.02,0.19
Criminal Girls: Invite Only,Game: Criminal Girls: Invite Only, Platform: PSV,0.02,0.04,0.04,0.02,0.11
Hyperdimension Neptunia,Game: Hyperdimension Neptunia, Platform: PSV,0,0.07,0.09,0.02,0.18
Demon Gaze,Game: Demon Gaze, Platform: PSV,0.03,0.08,0.06,0.02,0.2
Muramasa: The Demon Blade,Game: Muramasa: The Demon Blade, Platform: PSV,0,0.1,0.13,0.03,0.26
The Legend of Heroes: Trails of Cold Steel,Game: The Legend of Heroes: Trails of Cold Steel, Platform: PSV,0.05,0.14,0.08,0.04,0.31
Dragon's Crown,Game: Dragon's Crown, Platform: PSV,0.05,0.12,0.16,0.05,0.38
Soul Sacrifice,Game: Soul Sacrifice, Platform: PSV,0.09,0.22,0.18,0.06,0.56
Tales of Hearts,Game: Tales of Hearts, Platform: PSV,0.13,0.09,0.15,0.08,0.45
Final Fantasy X / X-2 HD Remaster,Game: Final Fantasy X / X-2 HD Remaster, Platform: PSV,0.31,0.28,0.21,0.16,0.97
Invizimals: The Resistance,Game: Invizimals: The Resistance, Platform: PSV,0.02,0,0,0,0.02
Demon Gaze 2,Game: Demon Gaze 2, Platform: PSV,0,0.01,0,0,0.01
Super Hero Generation,Game: Super Hero Generation, Platform: PSV,0,0.04,0,0,0.04
Ar Nosurge: Ode to an Unborn Star,Game: Ar Nosurge: Ode to an Unborn Star, Platform: PSV,0,0.04,0,0,0.04
Super Heroine Chronicle,Game: Super Heroine Chronicle, Platform: PSV,0,0.05,0,0,0.05
Atelier Ayesha: The Alchemist of Dusk,Game: Atelier Ayesha: The Alchemist of Dusk, Platform: PSV,0,0.05,0,0,0.05
The Legend of Heroes VII: The Trail of Blue,Game: The Legend of Heroes VII: The Trail of Blue, Platform: PSV,0,0.06,0,0,0.06
Chaos Rings III,Game: Chaos Rings III, Platform: PSV,0,0.06,0,0,0.06
Hyperdimension Neptunia Victory,Game: Hyperdimension Neptunia Victory, Platform: PSV,0,0.07,0,0,0.07
Genkai Totsuki Moero Chronicle,Game: Genkai Totsuki Moero Chronicle, Platform: PSV,0,0.08,0,0,0.08
Oreshika: Tainted Bloodlines,Game: Oreshika: Tainted Bloodlines, Platform: PSV,0,0.15,0,0,0.15
3rd Super Robot Wars Z Jigoku Hen,Game: 3rd Super Robot Wars Z Jigoku Hen, Platform: PSV,0,0.19,0,0,0.19
Phantasy Star Nova,Game: Phantasy Star Nova, Platform: PSV,0,0.19,0,0,0.19
Sword Art Online: Hollow Fragment,Game: Sword Art Online: Hollow Fragment, Platform: PSV,0,0.3,0,0,0.3
Natural Doctrine,Game: Natural Doctrine, Platform: PSV,0.02,0.03,0.03,0.01,0.08
Makai Shin Trillion,Game: Makai Shin Trillion, Platform: PSV,0.02,0.06,0.02,0.01,0.12
The Legend of Heroes: Trails of Cold Steel II,Game: The Legend of Heroes: Trails of Cold Steel II, Platform: PSV,0,0.13,0.02,0.01,0.15
Tokyo Twilight Ghost Hunters,Game: Tokyo Twilight Ghost Hunters, Platform: PSV,0.01,0.02,0.06,0.02,0.12
Child of Light,Game: Child of Light, Platform: PSV,0.07,0.02,0,0.02,0.11
Operation Abyss: New Tokyo Legacy,Game: Operation Abyss: New Tokyo Legacy, Platform: PSV,0.01,0.06,0.04,0.02,0.13
Disgaea 4: A Promise Unforgotten,Game: Disgaea 4: A Promise Unforgotten, Platform: PSV,0.04,0.08,0.04,0.02,0.18
Lost Dimension,Game: Lost Dimension, Platform: PSV,0.03,0.02,0.07,0.03,0.14
Dungeon Travelers 2: The Royal Library & The Monster Seal,Game: Dungeon Travelers 2: The Royal Library & The Monster Seal, Platform: PSV,0.03,0.05,0.07,0.03,0.18
Hyperdevotion Noire: Goddess Black Heart,Game: Hyperdevotion Noire: Goddess Black Heart, Platform: PSV,0.02,0.06,0.08,0.03,0.19
Freedom Wars,Game: Freedom Wars, Platform: PSV,0.14,0.32,0.22,0.1,0.77
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,Game: MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All, Platform: PSV,0.01,0.01,0,0,0.03
New Tokyo Legacy: Operation Babel,Game: New Tokyo Legacy: Operation Babel, Platform: PSV,0,0.03,0,0,0.03
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,Game: Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special, Platform: PSV,0,0.03,0,0,0.03
The Legend of Heroes: Trails in the Sky SC Evolution,Game: The Legend of Heroes: Trails in the Sky SC Evolution, Platform: PSV,0,0.03,0,0,0.03
Criminal Girls 2,Game: Criminal Girls 2, Platform: PSV,0,0.03,0,0,0.03
Exist Archive: The Other Side of the Sky,Game: Exist Archive: The Other Side of the Sky, Platform: PSV,0,0.04,0,0,0.04
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,Game: Tsurugi no Machi no Ihoujin: Kuro no Kyuuden, Platform: PSV,0,0.04,0,0,0.04
Ray Gigant,Game: Ray Gigant, Platform: PSV,0,0.04,0,0,0.04
Atelier Escha & Logy: Alchemists of the Dusk Sky,Game: Atelier Escha & Logy: Alchemists of the Dusk Sky, Platform: PSV,0,0.04,0,0,0.04
Omega Labyrinth,Game: Omega Labyrinth, Platform: PSV,0,0.05,0,0,0.05
Genkai Tokki: Moero Crystal,Game: Genkai Tokki: Moero Crystal, Platform: PSV,0,0.06,0,0,0.06
Atelier Sophie: The Alchemist of the Mysterious Book,Game: Atelier Sophie: The Alchemist of the Mysterious Book, Platform: PSV,0,0.06,0,0,0.06
The Legend of Heroes: Trails in the Sky First Chapter,Game: The Legend of Heroes: Trails in the Sky First Chapter, Platform: PSV,0,0.07,0,0,0.07
Yoru no Nai Kuni,Game: Yoru no Nai Kuni, Platform: PSV,0,0.07,0,0,0.07
Tokyo Xanadu,Game: Tokyo Xanadu, Platform: PSV,0,0.15,0,0,0.15
Digimon Story: Cyber Sleuth,Game: Digimon Story: Cyber Sleuth, Platform: PSV,0,0.17,0,0,0.17
God Eater 2: Rage Burst,Game: God Eater 2: Rage Burst, Platform: PSV,0.01,0.37,0,0,0.38
Stranger of Sword City,Game: Stranger of Sword City, Platform: PSV,0.02,0,0.02,0.01,0.05
Grand Kingdom,Game: Grand Kingdom, Platform: PSV,0.02,0.04,0.01,0.01,0.07
Sword Art Online: Lost Song,Game: Sword Art Online: Lost Song, Platform: PSV,0.1,0.23,0.08,0.05,0.46
New Interpretation Stranger of Sword City,Game: New Interpretation Stranger of Sword City, Platform: PSV,0,0.01,0,0,0.01
Genkai Tokki: Seven Pirates,Game: Genkai Tokki: Seven Pirates, Platform: PSV,0,0.02,0,0,0.02
The Legend of Heroes: Trails in the Sky Third Chapter,Game: The Legend of Heroes: Trails in the Sky Third Chapter, Platform: PSV,0,0.02,0,0,0.02
Yuusha Shisu.,Game: Yuusha Shisu., Platform: PSV,0,0.02,0,0,0.02
Atelier Shallie Plus: Alchemists of the Dusk Sea,Game: Atelier Shallie Plus: Alchemists of the Dusk Sea, Platform: PSV,0,0.03,0,0,0.03
Caligula,Game: Caligula, Platform: PSV,0,0.05,0,0,0.05
Project Setsuna,Game: Project Setsuna, Platform: PSV,0,0.05,0,0,0.05
Ys VIII: Lacrimosa of Dana,Game: Ys VIII: Lacrimosa of Dana, Platform: PSV,0,0.09,0,0,0.09
Dragon Quest Builders: Revive Alefgard,Game: Dragon Quest Builders: Revive Alefgard, Platform: PSV,0,0.3,0,0,0.3
Odin Sphere: Leifthrasir,Game: Odin Sphere: Leifthrasir, Platform: PSV,0.03,0.08,0.02,0.02,0.15
Phantasy Star Online 2 Episode 4: Deluxe Package,Game: Phantasy Star Online 2 Episode 4: Deluxe Package, Platform: PSV,0,0.01,0,0,0.01
Virtual Hydlide,Game: Virtual Hydlide, Platform: SAT,0,0.11,0,0,0.11
Guardian Heroes,Game: Guardian Heroes, Platform: SAT,0,0.29,0,0,0.29
Blazing Heroes,Game: Blazing Heroes, Platform: SAT,0,0.3,0,0,0.3
Shin Megami Tensei: Devil Summoner,Game: Shin Megami Tensei: Devil Summoner, Platform: SAT,0,0.38,0,0,0.38
Sword & Sorcery,Game: Sword & Sorcery, Platform: SAT,0,0.1,0,0,0.1
Lunar: Silver Star Story,Game: Lunar: Silver Star Story, Platform: SAT,0,0.23,0,0,0.23
Doukyuusei if,Game: Doukyuusei if, Platform: SAT,0,0.26,0,0,0.26
Panzer Dragoon Saga,Game: Panzer Dragoon Saga, Platform: SAT,0,0.11,0,0,0.11
Doukyuusei 2,Game: Doukyuusei 2, Platform: SAT,0,0.13,0,0,0.13
Lunar: Silver Star Story Complete,Game: Lunar: Silver Star Story Complete, Platform: SAT,0,0.21,0,0,0.21
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,Game: Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV, Platform: SAT,0,0.26,0,0,0.26
Shin Megami Tensei: Devil Summoner - Soul Hackers,Game: Shin Megami Tensei: Devil Summoner - Soul Hackers, Platform: SAT,0,0.31,0,0,0.31
Grandia,Game: Grandia, Platform: SAT,0,0.42,0,0,0.42
Neon Genesis Evangelion 2nd Impression,Game: Neon Genesis Evangelion 2nd Impression, Platform: SAT,0,0.42,0,0,0.42
Madou Monogatari,Game: Madou Monogatari, Platform: SAT,0,0.03,0,0,0.03
Slayers Royal 2,Game: Slayers Royal 2, Platform: SAT,0,0.08,0,0,0.08
Lunar 2: Eternal Blue,Game: Lunar 2: Eternal Blue, Platform: SAT,0,0.12,0,0,0.12
Record of Lodoss War: Eiyuu Sensou,Game: Record of Lodoss War: Eiyuu Sensou, Platform: SCD,0,0.06,0,0,0.06
Lagoon,Game: Lagoon, Platform: SNES,0,0.05,0,0,0.05
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,Game: SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan, Platform: SNES,0,0.29,0,0,0.29
Dragon Slayer: The Legend of Heroes,Game: Dragon Slayer: The Legend of Heroes, Platform: SNES,0,0.07,0,0,0.07
Dragon Ball Z: Chou Saiya Densetsu,Game: Dragon Ball Z: Chou Saiya Densetsu, Platform: SNES,0,0.58,0,0,0.58
Romancing SaGa,Game: Romancing SaGa, Platform: SNES,0,0.97,0,0,0.97
Doraemon 2: Nobita no Toizurando Daibouken,Game: Doraemon 2: Nobita no Toizurando Daibouken, Platform: SNES,0,0.05,0,0,0.05
Ranma 1/2: Akanekodan Teki Hihou,Game: Ranma 1/2: Akanekodan Teki Hihou, Platform: SNES,0,0.11,0,0,0.11
Illusion of Gaia,Game: Illusion of Gaia, Platform: SNES,0,0.13,0,0,0.13
Shin Momotarou Densetsu,Game: Shin Momotarou Densetsu, Platform: SNES,0,0.32,0,0,0.32
Torneko no Daibouken: Fushigi no Dungeon,Game: Torneko no Daibouken: Fushigi no Dungeon, Platform: SNES,0,0.78,0,0,0.78
Dragon Quest I & II,Game: Dragon Quest I & II, Platform: SNES,0,1.15,0,0,1.15
Romancing SaGa 2,Game: Romancing SaGa 2, Platform: SNES,0,1.17,0,0,1.17
Gaia Saver Hero Saidai no Sakusen,Game: Gaia Saver Hero Saidai no Sakusen, Platform: SNES,0,0.03,0,0,0.03
First Queen: Ornic Senki,Game: First Queen: Ornic Senki, Platform: SNES,0,0.03,0,0,0.03
Majin Tensei,Game: Majin Tensei, Platform: SNES,0,0.08,0,0,0.08
Slayers,Game: Slayers, Platform: SNES,0,0.12,0,0,0.12
Daikaijyuu Monogatari,Game: Daikaijyuu Monogatari, Platform: SNES,0,0.3,0,0,0.3
Live A Live,Game: Live A Live, Platform: SNES,0,0.32,0,0,0.32
Breath of Fire II,Game: Breath of Fire II, Platform: SNES,0,0.36,0,0,0.36
Shin Megami Tensei II,Game: Shin Megami Tensei II, Platform: SNES,0,0.37,0,0,0.37
Fire Emblem: Monsh? no Nazo,Game: Fire Emblem: Monsh? no Nazo, Platform: SNES,0,0.7,0,0,0.7
EarthBound,Game: EarthBound, Platform: SNES,0,0.81,0,0,0.81
Metal Max Returns,Game: Metal Max Returns, Platform: SNES,0,0.04,0,0,0.04
Terranigma,Game: Terranigma, Platform: SNES,0,0.09,0,0,0.09
Wizardry VI: Bane of the Cosmic Forge,Game: Wizardry VI: Bane of the Cosmic Forge, Platform: SNES,0,0.1,0,0,0.1
Dragon Ball Z Super Gokuden: Kakusei-Hen,Game: Dragon Ball Z Super Gokuden: Kakusei-Hen, Platform: SNES,0,0.11,0,0,0.11
Mystic Ark,Game: Mystic Ark, Platform: SNES,0,0.13,0,0,0.13
Far East of Eden Zero,Game: Far East of Eden Zero, Platform: SNES,0,0.3,0,0,0.3
Mystery Dungeon: Shiren the Wanderer,Game: Mystery Dungeon: Shiren the Wanderer, Platform: SNES,0,0.4,0,0,0.4
Tales of Phantasia,Game: Tales of Phantasia, Platform: SNES,0,0.4,0,0,0.4
Tactics Ogre: Let Us Cling Together,Game: Tactics Ogre: Let Us Cling Together, Platform: SNES,0,0.71,0,0,0.71
Seiken Densetsu 3,Game: Seiken Densetsu 3, Platform: SNES,0,0.89,0,0,0.89
Romancing SaGa 3,Game: Romancing SaGa 3, Platform: SNES,0,1.29,0,0.01,1.3
Dark Half,Game: Dark Half, Platform: SNES,0,0.04,0,0,0.04
Daikaijyuu Monogatari II,Game: Daikaijyuu Monogatari II, Platform: SNES,0,0.12,0,0,0.12
Rudra no Hihou,Game: Rudra no Hihou, Platform: SNES,0,0.15,0,0,0.15
Treasure Hunter G,Game: Treasure Hunter G, Platform: SNES,0,0.2,0,0,0.2
Star Ocean,Game: Star Ocean, Platform: SNES,0,0.23,0,0,0.23
Front Mission: Gun Hazard,Game: Front Mission: Gun Hazard, Platform: SNES,0,0.24,0,0,0.24
RPG Tsukuru 2,Game: RPG Tsukuru 2, Platform: SNES,0,0.31,0,0,0.31
Bahamut Lagoon,Game: Bahamut Lagoon, Platform: SNES,0,0.62,0,0,0.62
Dragon Quest III: Soshite Densetsu e...,Game: Dragon Quest III: Soshite Densetsu e..., Platform: SNES,0,1.36,0,0,1.36
Chocobo no Fushigi Dungeon for WonderSwan,Game: Chocobo no Fushigi Dungeon for WonderSwan, Platform: WS,0,0.18,0,0,0.18
Digimon Adventure: Anode Tamer,Game: Digimon Adventure: Anode Tamer, Platform: WS,0,0.28,0,0,0.28
Final Fantasy,Game: Final Fantasy, Platform: WS,0,0.51,0,0,0.51
Final Fantasy II,Game: Final Fantasy II, Platform: WS,0,0.25,0,0,0.25
Marvel: Ultimate Alliance,Game: Marvel: Ultimate Alliance, Platform: Wii,0.01,0,0.37,0.03,0.41
Pokemon Battle Revolution,Game: Pokemon Battle Revolution, Platform: Wii,0.38,0.3,0.8,0.13,1.61
Alien Syndrome,Game: Alien Syndrome, Platform: Wii,0,0,0.06,0,0.06
Eyeshield 21: Field Saikyou no Senshi Tachi,Game: Eyeshield 21: Field Saikyou no Senshi Tachi, Platform: Wii,0,0.03,0,0,0.03
Opoona,Game: Opoona, Platform: Wii,0,0.01,0.08,0.01,0.1
Final Fantasy Fables: Chocobo's Dungeon,Game: Final Fantasy Fables: Chocobo's Dungeon, Platform: Wii,0,0.11,0.09,0.01,0.21
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Game: Dragon Quest Swords: The Masked Queen and the Tower of Mirrors, Platform: Wii,0.01,0.5,0.18,0.02,0.71
Baroque,Game: Baroque, Platform: Wii,0,0,0.07,0,0.08
Dokapon Kingdom,Game: Dokapon Kingdom, Platform: Wii,0,0,0.12,0.01,0.13
Shiren the Wanderer,Game: Shiren the Wanderer, Platform: Wii,0,0.11,0.08,0.01,0.2
Monster Lab,Game: Monster Lab, Platform: Wii,0.02,0,0.28,0.02,0.32
Tales of Symphonia: Dawn of the New World,Game: Tales of Symphonia: Dawn of the New World, Platform: Wii,0.05,0.24,0.22,0.03,0.54
Rune Factory: Frontier,Game: Rune Factory: Frontier, Platform: Wii,0.14,0.04,0.18,0.04,0.39
Tales of Graces,Game: Tales of Graces, Platform: Wii,0,0.22,0,0,0.22
Monster Hunter G,Game: Monster Hunter G, Platform: Wii,0,0.25,0,0,0.25
Phantom Brave: We Meet Again,Game: Phantom Brave: We Meet Again, Platform: Wii,0,0.01,0.12,0.01,0.13
Valhalla Knights: Eldar Saga,Game: Valhalla Knights: Eldar Saga, Platform: Wii,0.01,0.01,0.1,0.01,0.14
Arc Rise Fantasia,Game: Arc Rise Fantasia, Platform: Wii,0,0.06,0.13,0.01,0.19
Spectrobes: Origins,Game: Spectrobes: Origins, Platform: Wii,0.02,0,0.16,0.02,0.2
Final Fantasy Crystal Chronicles: Echoes of Time,Game: Final Fantasy Crystal Chronicles: Echoes of Time, Platform: Wii,0.06,0.05,0.13,0.02,0.26
Marvel: Ultimate Alliance 2,Game: Marvel: Ultimate Alliance 2, Platform: Wii,0.05,0,0.26,0.03,0.33
Fragile Dreams: Farewell Ruins of the Moon,Game: Fragile Dreams: Farewell Ruins of the Moon, Platform: Wii,0.12,0.06,0.17,0.03,0.38
Muramasa: The Demon Blade,Game: Muramasa: The Demon Blade, Platform: Wii,0.13,0.11,0.33,0.04,0.61
"Sakura Wars: So Long, My Love",Game: Sakura Wars: So Long, My Love,0.04,0,0.06,0.01,0.11
Xenoblade Chronicles,Game: Xenoblade Chronicles, Platform: Wii,0.26,0.16,0.49,0.08,0.98
Earth Seeker,Game: Earth Seeker, Platform: Wii,0,0.02,0,0,0.02
Inazuma Eleven Strikers 2012 Xtreme,Game: Inazuma Eleven Strikers 2012 Xtreme, Platform: Wii,0,0.19,0,0,0.19
